network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2606:4700::/32,6252001,6252001,,0,0,,37.7510,-97.8220,100
